	54	497.04	0.00	35.00	0.00	35.00	0.00	40.00	0.00	11.93	0.00	19.63	0.00	26.34	0.00	32.80	0.00	45.97	0.00	111.83
	55	491.38	0.00	35.00	0.00	35.00	0.00	40.00	0.00	12.70	0.00	20.91	0.00	28.06	0.00	34.94	0.00	48.96	0.00	119.10
	56	485.12	0.00	35.00	0.00	35.00	0.00	40.00	0.00	12.42	0.00	20.44	0.00	27.42	0.00	34.15	0.00	47.86	0.00	116.41
	57	518.5	0.00	35.00	0.00	35.00	0.00	40.00	0.00	14.64	0.00	24.09	0.00	32.33	0.00	40.26	0.00	56.42	0.00	137.24
	58	561.3	0.00	35.00	0.00	35.00	0.00	40.00	0.00	14.24	0.00	23.43	0.00	31.44	0.00	39.16	0.00	54.88	0.00	133.49
	59	564.6	0.00	35.00	0.00	35.00	0.00	40.00	0.00	11.85	0.00	19.50	0.00	26.17	0.00	32.59	0.00	45.67	0.00	111.09
	60	735.78	0.00	35.00	0.00	35.00	0.00	40.00	0.00	16.84	0.00	27.72	0.00	37.20	0.00	46.32	0.00	64.92	0.00	157.91
	61	764.24	0.00	35.00	0.00	35.00	0.00	40.00	0.00	15.57	0.00	25.63	0.00	34.39	0.00	42.83	0.00	60.02	0.00	146.00
	62	682.4	0.00	35.00	0.00	35.00	0.00	40.00	0.00	17.18	0.00	28.28	0.00	37.95	0.00	47.25	0.00	66.23	0.00	161.09
	63	519.59	0.00	35.00	0.00	35.00	0.00	40.00	0.00	12.59	0.00	20.72	0.00	27.81	0.00	34.63	0.00	48.53	0.00	118.05
	64	513.39	0.00	35.00	0.00	35.00	0.00	40.00	0.00	14.54	0.00	23.92	0.00	32.10	0.00	39.97	0.00	56.02	0.00	136.27
	65	519.81	0.00	35.00	0.00	35.00	0.00	40.00	0.00	14.87	0.00	24.47	0.00	32.84	0.00	40.89	0.00	57.31	0.00	139.41
	66	574.26	0.00	35.00	0.00	35.00	0.00	40.00	0.00	17.48	0.00	28.78	0.00	38.61	0.00	48.08	0.00	67.39	0.00	163.92
	67	630.57	0.00	35.00	0.00	35.00	0.00	40.00	0.00	20.19	0.00	33.23	0.00	44.58	0.00	55.52	0.00	77.81	0.00	189.26
	68	587.13	0.00	35.00	0.00	35.00	0.00	40.00	0.00	17.28	0.00	28.44	0.00	38.16	0.00	47.52	0.00	66.60	0.00	161.99
	69	580.63	0.00	35.00	0.00	35.00	0.00	40.00	0.00	15.82	0.00	26.03	0.00	34.93	0.00	43.50	0.00	60.97	0.00	148.30
	70	594.91	0.00	35.00	0.00	35.00	0.00	40.00	0.00	14.87	0.00	24.47	0.00	32.83	0.00	40.89	0.00	57.30	0.00	139.39
	71	574.64	0.00	35.00	0.00	35.00	0.00	40.00	0.00	14.13	0.00	23.26	0.00	31.20	0.00	38.86	0.00	54.46	0.00	132.47
	72	572.64	0.00	35.00	0.00	35.00	0.00	40.00	0.00	18.90	0.00	31.11	0.00	41.74	0.00	51.97	0.00	72.84	0.00	177.18
	73	550.37	0.00	35.00	0.00	35.00	0.00	40.00	0.00	20.43	0.00	33.63	0.00	45.12	0.00	56.18	0.00	78.74	0.00	191.54
	74	524	0.00	35.00	0.00	35.00	0.00	40.00	0.00	15.54	0.00	25.58	0.00	34.32	0.00	42.74	0.00	59.90	0.00	145.69
	75	614.35	0.00	35.00	0.00	35.00	0.00	40.00	0.00	16.42	0.00	27.02	0.00	36.26	0.00	45.16	0.00	63.29	0.00	153.94
	76	599.79	0.00	35.00	0.00	35.00	0.00	40.00	0.00	16.49	0.00	27.13	0.00	36.41	0.00	45.34	0.00	63.54	0.00	154.56
	77	473.95	0.00	35.00	0.00	35.00	0.00	40.00	0.00	14.30	0.00	23.53	0.00	31.57	0.00	39.31	0.00	55.10	0.00	134.03
	78	487.74	0.00	35.00	0.00	35.00	0.00	40.00	0.00	10.00	0.00	16.18	0.00	21.70	0.00	27.03	0.00	37.88	0.00	91.97
	79	468.21	0.00	35.00	0.00	35.00	0.00	40.00	0.00	10.00	0.00	13.60	0.00	18.25	0.00	22.73	0.00	31.85	0.00	75.74
	80	473	0.00	35.00	0.00	35.00	0.00	40.00	0.00	10.00	0.00	13.44	0.00	18.03	0.00	22.46	0.00	31.47	0.00	74.72
	81	546.17	0.00	35.00	0.00	35.00	0.00	40.00	0.00	12.28	0.00	20.21	0.00	27.11	0.00	33.76	0.00	47.32	0.00	115.10
	82	497.87	0.00	35.00	0.00	35.00	0.00	40.00	0.00	10.89	0.00	17.92	0.00	24.04	0.00	29.93	0.00	41.95	0.00	102.05
	83	535.18	0.00	35.00	0.00	35.00	0.00	40.00	0.00	14.76	0.00	24.29	0.00	32.60	0.00	40.59	0.00	56.89	0.00	138.39
	84	664.07	0.00	35.00	0.00	35.00	0.00	40.00	0.00	18.66	0.00	30.72	0.00	41.22	0.00	51.33	0.00	71.94	0.00	174.98
	85	702.41	0.00	35.00	0.00	35.00	0.00	40.00	0.00	17.47	0.00	28.76	0.00	38.59	0.00	48.05	0.00	67.35	0.00	163.81
	86	787.68	0.00	35.00	0.00	35.00	0.00	40.00	0.00	18.20	0.00	29.96	0.00	40.20	0.00	50.06	0.00	70.15	0.00	170.65
	87	818.53	0.00	35.00	0.00	35.00	0.00	40.00	0.00	15.70	0.00	25.83	0.00	34.66	0.00	43.17	0.00	60.50	0.00	147.16
	88	545.22	0.00	35.00	0.00	35.00	0.00	40.00	0.00	11.47	0.00	18.87	0.00	25.32	0.00	31.54	0.00	44.20	0.00	107.51
	89	520.99	0.00	35.00	0.00	35.00	0.00	40.00	0.00	10.63	0.00	17.50	0.00	23.49	0.00	29.25	0.00	40.99	0.00	99.70
	90	511.81	0.00	35.00	0.00	35.00	0.00	40.00	0.00	12.74	0.00	20.97	0.00	28.14	0.00	35.05	0.00	49.12	0.00	119.48
	91	491.64	0.00	35.00	0.00	35.00	0.00	40.00	0.00	13.52	0.00	22.25	0.00	29.85	0.00	37.18	0.00	52.10	0.00	126.74
	92	487.92	0.00	35.00	0.00	35.00	0.00	40.00	0.00	13.34	0.00	21.96	0.00	29.46	0.00	36.69	0.00	51.42	0.00	125.06
	93	491.33	0.00	35.00	0.00	35.00	0.00	40.00	0.00	13.50	0.00	22.23	0.00	29.82	0.00	37.14	0.00	52.05	0.00	126.60
	94	482.7	0.00	35.00	0.00	35.00	0.00	40.00	0.00	13.09	0.00	21.54	0.00	28.91	0.00	36.00	0.00	50.45	0.00	122.72
	95	477.23	0.00	35.00	0.00	35.00	0.00	40.00	0.00	12.83	0.00	21.11	0.00	28.33	0.00	35.27	0.00	49.44	0.00	120.25
	96	533.55	0.00	35.00	0.00	35.00	0.00	40.00	0.00	15.38	0.00	25.31	0.00	33.96	0.00	42.29	0.00	59.27	0.00	144.16
	97	495.05	0.00	35.00	0.00	35.00	0.00	40.00	0.00	12.90	0.00	21.23	0.00	28.49	0.00	35.48	0.00	49.73	0.00	120.96
	98	566.8	0.00	35.00	0.00	35.00	0.00	40.00	0.00	14.98	0.00	24.65	0.00	33.08	0.00	41.19	0.00	57.73	0.00	140.42
	99	588.42	0.00	35.00	0.00	35.00	0.00	40.00	0.00	16.24	0.00	26.73	0.00	35.87	0.00	44.67	0.00	62.60	0.00	152.28
	100	561.03	0.00	35.00	0.00	35.00	0.00	40.00	0.00	14.11	0.00	23.23	0.00	31.17	0.00	38.81	0.00	54.39	0.00	132.31
	101	548.62	0.00	35.00	0.00	35.00	0.00	40.00	0.00	12.25	0.00	20.16	0.00	27.06	0.00	33.69	0.00	47.22	0.00	114.86
	102	542.64	0.00	35.00	0.00	35.00	0.00	40.00	0.00	14.64	0.00	24.10	0.00	32.33	0.00	40.27	0.00	56.43	0.00	137.27
	103	521.1	0.00	35.00	0.00	35.00	0.00	40.00	0.00	18.54	0.00	30.51	0.00	40.93	0.00	50.97	0.00	71.44	0.00	173.77
	104	512.6	0.00	35.00	0.00	35.00	0.00	40.00	0.00	22.28	0.00	36.67	0.00	49.20	0.00	61.27	0.00	85.88	0.00	208.89
	105	514.64	0.00	35.00	0.00	35.00	0.00	40.00	0.00	22.63	0.00	37.25	0.00	49.98	0.00	62.24	0.00	87.22	0.00	212.16
	106	544.54	0.00	35.00	0.00	35.00	0.00	40.00	0.00	24.70	0.00	40.65	0.00	54.54	0.00	67.92	0.00	95.19	0.00	231.54
	107	562.3	0.00	35.00	0.00	35.00	0.00	40.00	0.00	26.71	0.00	43.97	0.00	58.99	0.00	73.46	0.00	102.96	0.00	250.45
	108	566.45	0.00	35.00	0.00	35.00	0.00	40.00	0.00	23.06	0.00	37.96	0.00	50.93	0.00	63.43	0.00	88.89	0.00	216.23
	109	571.45	0.00	35.00	0.00	35.00	0.00	40.00	0.00	19.68	0.00	32.39	0.00	43.46	0.00	54.12	0.00	75.86	0.00	184.52
	110	542.93	0.00	35.00	0.00	35.00	0.00	40.00	0.00	21.51	0.00	35.40	0.00	47.50	0.00	59.15	0.00	82.90	0.00	201.66
	111	454.07	0.00	35.00	0.00	35.00	0.00	40.00	0.00	19.29	0.00	31.74	0.00	42.59	0.00	53.04	0.00	74.33	0.00	180.80
	112	452.67	0.00	35.00	0.00	35.00	0.00	40.00	0.00	17.15	0.00	28.22	0.00	37.87	0.00	47.15	0.00	66.09	0.00	160.75
	113	451.41	0.00	35.00	0.00	35.00	0.00	40.00	0.00	14.14	0.00	23.28	0.00	31.23	0.00	38.89	0.00	54.51	0.00	132.58
	114	464.65	0.00	35.00	0.00	35.00	0.00	40.00	0.00	10.46	0.00	17.21	0.00	23.10	0.00	28.76	0.00	40.31	0.00	98.06
	115	502.74	0.00	35.00	0.00	35.00	0.00	40.00	0.00	13.67	0.00	22.51	0.00	30.20	0.00	37.60	0.00	52.70	0.00	128.19
	116	525.19	0.00	35.00	0.00	35.00	0.00	40.00	0.00	12.07	0.00	19.87	0.00	26.66	0.00	33.20	0.00	46.53	0.00	113.19
	117	484.79	0.00	35.00	0.00	35.00	0.00	40.00	0.00	10.00	0.00	15.14	0.00	20.31	0.00	25.29	0.00	35.45	0.00	85.42
	118	639.47	0.00	35.00	0.00	35.00	0.00	40.00	0.00	16.29	0.00	26.81	0.00	35.97	0.00	44.80	0.00	62.79	0.00	152.72
	119	534.91	0.00	35.00	0.00	35.00	0.00	40.00	0.00	12.71	0.00	20.92	0.00	28.07	0.00	34.96	0.00	49.00	0.00	119.18
	120	596.13	0.00	35.00	0.00	35.00	0.00	40.00	0.00	16.44	0.00	27.06	0.00	36.30	0.00	45.21	0.00	63.36	0.00	154.12
	121	554.95	0.00	35.00	0.00	35.00	0.00	40.00	0.00	10.00	0.00	15.33	0.00	20.57	0.00	25.62	0.00	35.90	0.00	86.64
	122	649.44	0.00	35.00	0.00	35.00	0.00	40.00	0.00	10.00	0.00	12.12	0.00	16.26	0.00	20.25	0.00	28.39	0.00	66.41
	123	834.31	0.00	35.00	0.00	35.00	0.00	40.00	0.00	15.68	0.00	25.81	0.00	34.63	0.00	43.12	0.00	60.44	0.00	147.01
	124	502.63	0.00	35.00	0.00	35.00	0.00	40.00	0.00	10.00	0.00	15.93	0.00	21.38	0.00	26.62	0.00	37.32	0.00	90.45
	125	498.45	0.00	35.00	0.00	35.00	0.00	40.00	0.00	12.54	0.00	20.63	0.00	27.68	0.00	34.47	0.00	48.32	0.00	117.53
	126	485.93	0.00	35.00	0.00	35.00	0.00	40.00	0.00	13.24	0.00	21.80	0.00	29.25	0.00	36.42	0.00	51.05	0.00	124.17
	127	481.13	0.00	35.00	0.00	35.00	0.00	40.00	0.00	13.01	0.00	21.42	0.00	28.74	0.00	35.79	0.00	50.16	0.00	122.01
	128	497.54	0.00	45.00	0.00	25.00	0.00	40.00	0.00	13.80	0.00	22.72	0.00	30.48	0.00	37.96	0.00	53.19	0.00	129.39
	129	497.23	0.00	45.00	0.00	25.00	0.00	40.00	0.00	13.79	0.00	22.69	0.00	30.45	0.00	37.91	0.00	53.14	0.00	129.25
	130	490.32	0.00	45.00	0.00	25.00	0.00	40.00	0.00	13.46	0.00	22.15	0.00	29.71	0.00	37.00	0.00	51.86	0.00	126.14
	131	486.91	0.00	45.00	0.00	25.00	0.00	40.00	0.00	12.81	0.00	21.08	0.00	28.28	0.00	35.22	0.00	49.36	0.00	120.06
	132	472.81	0.00	35.00	0.00	35.00	0.00	40.00	0.00	12.04	0.00	19.82	0.00	26.60	0.00	33.12	0.00	46.42	0.00	112.91
	133	573.33	0.00	35.00	0.00	35.00	0.00	40.00	0.00	15.59	0.00	25.66	0.00	34.44	0.00	42.88	0.00	60.10	0.00	146.19
	134	504.07	0.00	35.00	0.00	35.00	0.00	40.00	0.00	12.11	0.00	19.93	0.00	26.74	0.00	33.30	0.00	46.67	0.00	113.51
	135	531.86	0.00	35.00	0.00	35.00	0.00	40.00	0.00	12.86	0.00	21.16	0.00	28.39	0.00	35.35	0.00	49.55	0.00	120.52
	136	541.61	0.00	35.00	0.00	35.00	0.00	40.00	0.00	12.00	0.00	19.75	0.00	26.49	0.00	32.99	0.00	46.24	0.00	112.48
	137	532.64	0.00	35.00	0.00	35.00	0.00	40.00	0.00	11.53	0.00	18.98	0.00	25.47	0.00	31.72	0.00	44.45	0.00	108.12
	138	476.6	0.00	35.00	0.00	35.00	0.00	40.00	0.00	12.81	0.00	21.08	0.00	28.28	0.00	35.22	0.00	49.36	0.00	120.07
	139	514.54	0.00	35.00	0.00	35.00	0.00	40.00	0.00	18.38	0.00	30.26	0.00	40.60	0.00	50.55	0.00	70.85	0.00	172.34
	140	454.63	0.00	35.00	0.00	35.00	0.00	40.00	0.00	18.56	0.00	30.55	0.00	40.99	0.00	51.05	0.00	71.54	0.00	174.03
	141	454.22	0.00	35.00	0.00	35.00	0.00	40.00	0.00	21.56	0.00	35.48	0.00	47.61	0.00	59.29	0.00	83.09	0.00	202.12
	142	500.64	0.00	35.00	0.00	35.00	0.00	40.00	0.00	26.41	0.00	43.47	0.00	58.33	0.00	72.64	0.00	101.81	0.00	247.64
	143	500.24	0.00	35.00	0.00	35.00	0.00	40.00	0.00	26.59	0.00	43.77	0.00	58.72	0.00	73.13	0.00	102.49	0.00	249.30
	144	489.92	0.00	35.00	0.00	35.00	0.00	40.00	0.00	26.33	0.00	43.33	0.00	58.14	0.00	72.40	0.00	101.47	0.00	246.81
	145	552.14	0.00	35.00	0.00	35.00	0.00	40.00	0.00	28.86	0.00	47.50	0.00	63.74	0.00	79.37	0.00	111.24	0.00	270.57
	146	587.5	0.00	35.00	0.00	35.00	0.00	40.00	0.00	28.33	0.00	46.63	0.00	62.57	0.00	77.92	0.00	109.20	0.00	265.62
	147	516.62	0.00	35.00	0.00	35.00	0.00	40.00	0.00	22.43	0.00	36.92	0.00	49.54	0.00	61.69	0.00	86.47	0.00	210.32
	148	462.23	0.00	35.00	0.00	35.00	0.00	40.00	0.00	21.52	0.00	35.42	0.00	47.53	0.00	59.19	0.00	82.96	0.00	201.78
	149	449.63	0.00	35.00	0.00	35.00	0.00	40.00	0.00	20.60	0.00	33.90	0.00	45.48	0.00	56.64	0.00	79.38	0.00	193.08
	150	442.63	0.00	35.00	0.00	35.00	0.00	40.00	0.00	18.46	0.00	30.38	0.00	40.76	0.00	50.76	0.00	71.14	0.00	173.05
	151	424.63	0.00	35.00	0.00	35.00	0.00	40.00	0.00	15.59	0.00	25.66	0.00	34.43	0.00	42.87	0.00	60.09	0.00	146.16
	152	456.83	0.00	35.00	0.00	35.00	0.00	40.00	0.00	12.76	0.00	21.01	0.00	28.19	0.00	35.10	0.00	49.19	0.00	119.66
	153	462.64	0.00	35.00	0.00	35.00	0.00	40.00	0.00	14.08	0.00	23.18	0.00	31.10	0.00	38.73	0.00	54.28	0.00	132.02
	154	469.62	0.00	35.00	0.00	35.00	0.00	40.00	0.00	12.84	0.00	21.12	0.00	28.34	0.00	35.30	0.00	49.47	0.00	120.33
	155	477.58	0.00	35.00	0.00	35.00	0.00	40.00	0.00	10.05	0.00	16.53	0.00	22.18	0.00	27.62	0.00	38.72	0.00	94.17
	156	513.68	0.00	35.00	0.00	35.00	0.00	40.00	0.00	11.90	0.00	19.58	0.00	26.27	0.00	32.71	0.00	45.85	0.00	111.52
	157	496.08	0.00	35.00	0.00	35.00	0.00	40.00	0.00	14.63	0.00	24.08	0.00	32.30	0.00	40.23	0.00	56.38	0.00	137.14
	158	642.73	0.00	35.00	0.00	35.00	0.00	40.00	0.00	16.79	0.00	27.63	0.00	37.07	0.00	46.17	0.00	64.70	0.00	157.39
